,Drug_ID,Drug,Y
42,TOX4112,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0
43,TOX4113,CCOP(=S)(CC)Sc1ccccc1,0.0
44,TOX27698,CC/C=C\CCCCO,0.0
45,TOX24280,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.0
46,TOX10138,CC(=O)CCC(C)=O,0.0
47,TOX21464,N#CCCNCCC#N,0.0
48,TOX21728,CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1,0.0
49,TOX21721,O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1,0.0
50,TOX21726,O=C(Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)cc3)c(S(=O)(=O)[O-])cc2c1)c1ccccc1,0.0
51,TOX24000,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,0.0
52,TOX24002,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0.0
53,TOX27071,Cc1ccccc1CCO,0.0
54,TOX27070,Cc1nc(C)c(C)nc1C,0.0
55,TOX27072,CC1=CC(O)CC(C)(C)C1,0.0
56,TOX27075,Cc1cnc(C)c(C)n1,0.0
57,TOX27074,CC(C)COC(=O)c1ccccc1,0.0
58,TOX27078,C=C(C)[C@@H]1CC=C(C)CC1,0.0
59,TOX19719,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2],0.0
60,TOX957,Nc1ccc(N)c([N+](=O)[O-])c1,0.0
61,TOX24915,CC1COc2ccccc2N1,0.0
62,TOX24914,O=C(O)c1cc(Cl)cc(Cl)c1O,0.0
63,TOX24913,CCCCCCCCCCCC(=O)NCCCN(C)C,0.0
64,TOX24911,CC(C)CCCCCOC(=O)CCS,0.0
65,TOX956,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0.0
66,TOX24919,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.0
67,TOX24918,C=CCOc1c(Br)cc(Br)cc1Br,0.0
68,TOX9739,F[B-](F)(F)F.[H+],0.0
69,TOX9733,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0.0
70,TOX6050,C(=C/c1ccccc1)\c1ccccc1,0.0
71,TOX5649,Cc1ccc2c(ccc3ccccc32)c1,0.0
72,TOX2968,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0.0
73,TOX2967,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0.0
74,TOX2614,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0.0
75,TOX2617,COC(=O)C1=CCCN(C)C1,0.0
76,TOX5642,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0.0
77,TOX5641,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.0
78,TOX2612,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,0.0
79,TOX27158,CCCCCC(C)O,0.0
80,TOX1708,O=C([O-])c1ccccc1O,0.0
81,TOX1709,NC(=O)c1ccccc1,0.0
82,TOX25757,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,0.0
83,TOX9559,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,0.0
84,TOX25752,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,0.0
85,TOX25753,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,0.0
86,TOX25750,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0
87,TOX958,Nc1ccc([N+](=O)[O-])cc1N,0.0
88,TOX14836,[I-].[K+],0.0
89,TOX4786,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,0.0
90,TOX18317,Oc1nc(Cl)c(Cl)cc1Cl,0.0
91,TOX5391,C/C=C/C=C/C=O,0.0
92,TOX4781,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,1.0
93,TOX5395,C[Si](C)(C)N[Si](C)(C)C,0.0
94,TOX4783,C=CC(=O)OCCCl,0.0
95,TOX12376,COCC(C)N(C(=O)CCl)c1c(C)csc1C,0.0
96,TOX25538,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0.0
97,TOX12375,C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)[O-],0.0
98,TOX12372,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,0.0
99,TOX25533,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,0.0
100,TOX25530,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.0
101,TOX25531,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.0
102,TOX25536,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.0
103,TOX25537,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,0.0
104,TOX25534,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0
105,TOX12379,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,0.0
106,TOX28632,O=C(O)/C=C(\CC(=O)O)C(=O)O,0.0
107,TOX28633,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1,0.0
108,TOX14792,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,0.0
109,TOX24394,CC(C)(C)C1CCC(=O)CC1,0.0
110,TOX3568,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,0.0
111,TOX28634,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,0.0
112,TOX3565,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.0
113,TOX28635,CCCCC(=O)[O-],0.0
114,TOX7019,CCCCCCCCCCCCCC(=O)OC,0.0
115,TOX7014,CCCCCCC(C)O,0.0
116,TOX22494,CCC[Si](OC)(OC)OC,0.0
117,TOX27088,CC1=C(CC=O)C(C)(C)CCC1,0.0
118,TOX3702,NCCNCCNCCN,0.0
119,TOX3706,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,1.0
120,TOX4280,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0.0
121,TOX4930,Cc1ccc(N)c(N)c1,0.0
122,TOX4931,CCCCCNCCCCC,0.0
123,TOX4284,COCC(C)O,0.0
124,TOX4937,c1ccc2c(c1)Oc1ccccc1S2,0.0
125,TOX4286,CC1CN1,0.0
126,TOX4287,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0.0
127,TOX25447,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0.0
128,TOX175,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0.0
129,TOX25916,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.0
130,TOX173,ClCOCCl,0.0
131,TOX179,CC(O)CNCC(C)O,0.0
132,TOX13979,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,0.0
133,TOX17262,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0
134,TOX25007,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0.0
135,TOX5886,CCOC(=O)C1OC1c1ccccc1,0.0
136,TOX5889,ONc1ccccc1,0.0
137,TOX5888,O=CC(=O)c1ccccc1,0.0
138,TOX21803,[Cu]I,0.0
139,TOX21530,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],0.0
140,TOX25005,ClCc1ccc(Cl)cc1Cl,0.0
141,TOX6867,O=C(O)CCCCCCCCC(=O)O,0.0
142,TOX6864,CCCCCCCC(=O)OC,0.0
143,TOX6863,CC(O)COCC(C)O,0.0
144,TOX26644,O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12,0.0
145,TOX2107,Cc1ncc[nH]1,0.0
146,TOX27268,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1,0.0
147,TOX27264,Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,0.0
148,TOX27265,O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,0.0
149,TOX27266,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,0.0
150,TOX27267,Cc1nc(C)nc(N2C[C@H](C)N(c3ccnc([C@@H](C)O)n3)[C@H](C)C2)n1,0.0
151,TOX27261,CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O,0.0
152,TOX27262,Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO,0.0
153,TOX27263,CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2,0.0
154,TOX26647,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],1.0
155,TOX3721,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0.0
156,TOX22379,CO[Si](C)(C)OC,0.0
157,TOX20283,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0
158,TOX20287,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,0.0
159,TOX20285,CC(=O)c1ccccc1O,0.0
160,TOX20284,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,0.0
161,TOX20289,O=C(O)c1cccc(Cl)n1,0.0
162,TOX1553,CCCCCCCCCC=O,0.0
163,TOX4704,Cc1ccc(C(C)(C)C)cc1,0.0
164,TOX1557,BrCBr,0.0
165,TOX10307,Nc1cc(Cl)cc(Cl)c1,0.0
166,TOX1554,CCCCCCCCCC(=O)O,0.0
167,TOX1559,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,0.0
168,TOX27484,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],0.0
169,TOX27487,CCCCCCCCCOS(=O)(=O)[O-],0.0
170,TOX7249,O=Cc1ccc(C(=O)O)cc1,0.0
171,TOX7244,CCC(Cl)CCl,0.0
172,TOX7247,CC(C)(O)c1ccccc1,0.0
173,TOX7246,O=C1CCCN1,0.0
174,TOX7241,ClCc1ccccc1Cl,0.0
175,TOX7240,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.0
176,TOX24613,N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,0.0
177,TOX24615,C=CC(=O)OCCOC(=O)C=C,0.0
178,TOX24616,CCCC[P+](CCCC)(CCCC)CCCC,0.0
179,TOX24617,N#CCc1cccc(C(F)(F)F)c1,0.0
180,TOX24618,COc1cccc(Br)c1,0.0
181,TOX24619,CCCCCCCCNC,0.0
182,TOX21884,CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,0.0
183,TOX3951,CC1=C(C(=O)Nc2ccccc2)SCCO1,0.0
184,TOX3950,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.0
185,TOX21880,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0.0
186,TOX26235,Cc1ccc2c(Br)cc(Br)c(O)c2n1,0.0
187,TOX768,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0
188,TOX7312,CC(O)COc1ccccc1,0.0
189,TOX760,O=P1(NCCCl)OCCCN1CCCl,0.0
190,TOX762,CC(C)O,0.0
191,TOX764,CC(C)OC(=O)Nc1cccc(Cl)c1,0.0
192,TOX766,CC(C)OC(=O)Nc1ccccc1,0.0
193,TOX767,CC=Cc1ccc2c(c1)OCO2,0.0
194,TOX17072,CCCC(CCC)C(=O)[O-],0.0
195,TOX21085,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.0
196,TOX26236,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,0.0
197,TOX21080,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,0.0
198,TOX27871,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,0.0
199,TOX27870,O=C(c1ccccc1)c1cc(Cl)ccc1O,0.0
200,TOX27873,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.0
201,TOX27872,Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1,0.0
202,TOX27875,CC(C)C[P+](C)(CC(C)C)CC(C)C,0.0
203,TOX27874,C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,0.0
204,TOX27876,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0.0
205,TOX6265,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.0
206,TOX6266,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0.0
207,TOX6267,Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,0.0
208,TOX6261,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0.0
209,TOX6262,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,0.0
210,TOX6268,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O,0.0
211,TOX5074,O=C(O)c1ccc(O)cc1O,0.0
212,TOX5076,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,0.0
213,TOX5070,CC1=CC(C)(C)Nc2ccccc21,0.0
214,TOX5078,Cc1cc(=O)oc2cc(O)cc(O)c12,0.0
215,TOX5079,CC(C)CNCC(C)C,0.0
216,TOX3187,CNC1(c2ccccc2Cl)CCCCC1=O,0.0
217,TOX26230,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,0.0
218,TOX2399,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,0.0
219,TOX2394,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0.0
220,TOX2396,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0.0
221,TOX2391,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0
222,TOX3049,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1.0
223,TOX3043,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,0.0
224,TOX3042,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.0
225,TOX3041,NC(=O)OCC(COC(N)=O)c1ccccc1,0.0
226,TOX3044,CCNC(C)Cc1cccc(C(F)(F)F)c1,0.0
227,TOX12412,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,0.0
228,TOX12417,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.0
229,TOX12416,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,0.0
230,TOX25254,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,1.0
231,TOX25250,CCC1(C)CC(=O)NC(=O)C1,0.0
232,TOX22579,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,0.0
233,TOX545,NC(=S)NNC(N)=S,0.0
234,TOX546,NC(=S)C(N)=S,0.0
235,TOX815,CC1CN1P(=O)(N1CC1C)N1CC1C,0.0
236,TOX540,O=C(Oc1ccccc1)Oc1ccccc1,0.0
237,TOX813,C[Hg]Cl,0.0
238,TOX810,S=c1[nH]cnc2[nH]cnc12,0.0
239,TOX811,[Hg+2],0.0
240,TOX548,CCCCCCCCCCCCNC(=N)N,0.0
241,TOX818,CN(C)CCN(Cc1cccs1)c1ccccn1,0.0
242,TOX819,COc1nn(CSP(=S)(OC)OC)c(=O)s1,0.0
243,TOX26502,NC1=NCC2c3ccccc3Cc3ccccc3N12,0.0
244,TOX26503,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0
245,TOX26500,O=C([O-])CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,0.0
246,TOX26501,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,0.0
247,TOX26506,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0.0
248,TOX26055,COc1ccc(C=CC(=O)OCCC(C)C)cc1,0.0
249,TOX26504,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0.0
250,TOX29089,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,0.0
251,TOX29086,Clc1ccc2cc3ccccc3cc2c1,0.0
252,TOX29087,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0
253,TOX26508,F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2,0.0
254,TOX26509,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0.0
255,TOX29082,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0.0
256,TOX29083,CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0
257,TOX29080,Brc1c2ccccc2cc2ccccc12,0.0
258,TOX29081,CCO/C=C1\N=C(c2ccccc2)OC1=O,0.0
259,TOX22612,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,0.0
260,TOX22613,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0.0
261,TOX22614,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0.0
262,TOX22618,Cc1cc(C)cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1,0.0
263,TOX29331,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.0
264,TOX14818,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,0.0
265,TOX14816,CNC(=O)/C=C(\C)OP(=O)(OC)OC,0.0
266,TOX27673,Cc1occc1SSc1ccoc1C,0.0
267,TOX27672,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,0.0
268,TOX27670,CC=CC(=O)CC,0.0
269,TOX27677,CC1OCCC1=O,0.0
270,TOX27675,CC1CCCC(=O)C1=O,0.0
271,TOX27674,CC1=C(O)C(=O)OC1C,0.0
272,TOX27679,CCCCCc1ccco1,0.0
273,TOX27678,c1cnc2c(n1)CCCC2,0.0
274,TOX21703,CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1,0.0
275,TOX21709,Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc12,0.0
276,TOX21708,Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1,0.0
277,TOX117,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.0
278,TOX7608,CCNc1nc(Cl)nc(NC(C)(C)C)n1,0.0
279,TOX2800,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0.0
280,TOX2801,Oc1c(Cl)cc(Cl)c2cccnc12,0.0
281,TOX2803,NC(=O)OCC(O)COc1ccc(Cl)cc1,0.0
282,TOX2808,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0.0
283,TOX29085,CCCCCCCCCCCCCCn1cc[n+](C)c1,0.0
284,TOX5948,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-],0.0
285,TOX9710,O=P(Cl)(Cl)Cl,0.0
286,TOX671,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,0.0
287,TOX6074,CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0.0
288,TOX6076,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,1.0
289,TOX537,CN(C)CCOC(c1ccccc1)c1ccccc1,0.0
290,TOX5668,COC(=O)c1ccc(C)cc1,0.0
291,TOX2941,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,0.0
292,TOX2940,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,0.0
293,TOX5662,CC(=O)C=Cc1ccccc1,0.0
294,TOX5665,Cc1c[nH]c(=S)[nH]c1=O,0.0
295,TOX2944,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0.0
296,TOX2947,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,0.0
297,TOX2946,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,0.0
298,TOX616,CC12CCC(CC1)C(C)(C)O2,0.0
299,TOX9575,C=COCC1CCC(CO)CC1,0.0
300,TOX1769,CC(=O)/C=C/C1=C(C)CCCC1(C)C,0.0
301,TOX25888,CC(=O)NC1CCSC1=O,0.0
